3000 1700.0 0.0
4000 1699.392 424.392
5000 1527.448 609.448
6000 1352.044 671.044
10000 1006.403 700.403
20000 831.964 702.964
30000 806.802 719.802
70000 813.295 774.295
100000 815.309 788.309
316227 815.978 806.978
1000000 806.67 803.67
